gene_name,gene_id,genome
CHRDL2,ENSG00000054938,hg38
FAM168A,ENSG00000054965,hg38
RELT,ENSG00000054967,hg38
GALC,ENSG00000054983,hg38
NOP58,ENSG00000055044,hg38
SZRD1,ENSG00000055070,hg38
KCNH2,ENSG00000055118,hg38
CUL1,ENSG00000055130,hg38
FAM114A2,ENSG00000055147,hg38
CYFIP2,ENSG00000055163,hg38
TAB2,ENSG00000055208,hg38
GINM1,ENSG00000055211,hg38
EIF2AK2,ENSG00000055332,hg38
USP36,ENSG00000055483,hg38
KMT2C,ENSG00000055609,hg38
MCOLN3,ENSG00000055732,hg38
CCDC85A,ENSG00000055813,hg38
PUM2,ENSG00000055917,hg38
MRPL43,ENSG00000055950,hg38
ITIH4,ENSG00000055955,hg38
ITIH1,ENSG00000055957,hg38
HPF1,ENSG00000056050,hg38
ZFR,ENSG00000056097,hg38
ZNF280C,ENSG00000056277,hg38
NPFFR2,ENSG00000056291,hg38
PHF21B,ENSG00000056487,hg38
TRAF1,ENSG00000056558,hg38
RC3H2,ENSG00000056586,hg38
IL17RB,ENSG00000056736,hg38
TRAF3IP2,ENSG00000056972,hg38
GYG2,ENSG00000056998,hg38
DCBLD2,ENSG00000057019,hg38
SERPINB3,ENSG00000057149,hg38
SOAT1,ENSG00000057252,hg38
PKP2,ENSG00000057294,hg38
MSH4,ENSG00000057468,hg38
F7,ENSG00000057593,hg38
GDI2,ENSG00000057608,hg38
PRDM1,ENSG00000057657,hg38
ATG5,ENSG00000057663,hg38
TMCC3,ENSG00000057704,hg38
PITHD1,ENSG00000057757,hg38
MTA3,ENSG00000057935,hg38
USP13,ENSG00000058056,hg38
ATP11B,ENSG00000058063,hg38
LAMC2,ENSG00000058085,hg38
CDK14,ENSG00000058091,hg38
SEC61A1,ENSG00000058262,hg38
PPP1R12A,ENSG00000058272,hg38
RASGRF1,ENSG00000058335,hg38
CAMK2B,ENSG00000058404,hg38
CROCC,ENSG00000058453,hg38
POLR3E,ENSG00000058600,hg38
ATP2B4,ENSG00000058668,hg38
ZC3H11A,ENSG00000058673,hg38
RIOK2,ENSG00000058729,hg38
YIPF1,ENSG00000058799,hg38
NDC1,ENSG00000058804,hg38
DGKG,ENSG00000058866,hg38
FLYWCH1,ENSG00000059122,hg38
UNKL,ENSG00000059145,hg38
TBXAS1,ENSG00000059377,hg38
PARP12,ENSG00000059378,hg38
ALDH18A1,ENSG00000059573,hg38
TARBP1,ENSG00000059588,hg38
GATB,ENSG00000059691,hg38
MXD1,ENSG00000059728,hg38
CDK17,ENSG00000059758,hg38
DNAJC25,ENSG00000059769,hg38
SLC2A3,ENSG00000059804,hg38
PSD,ENSG00000059915,hg38
CTDP1,ENSG00000060069,hg38
YBX3,ENSG00000060138,hg38
STYK1,ENSG00000060140,hg38
WNK1,ENSG00000060237,hg38
RPS17P5,ENSG00000060303,hg38
CCAR1,ENSG00000060339,hg38
OGFR,ENSG00000060491,hg38
GNA15,ENSG00000060558,hg38
CREB3L3,ENSG00000060566,hg38
PIGV,ENSG00000060642,hg38
PTPRU,ENSG00000060656,hg38
SNRNP40,ENSG00000060688,hg38
RIMBP2,ENSG00000060709,hg38
COL11A1,ENSG00000060718,hg38
QSER1,ENSG00000060749,hg38
MPC1,ENSG00000060762,hg38
ACAA1,ENSG00000060971,hg38
BCAT1,ENSG00000060982,hg38
HDAC7,ENSG00000061273,hg38
LZTS1,ENSG00000061337,hg38
PRDM6,ENSG00000061455,hg38
WNT8A,ENSG00000061492,hg38
SPAG4,ENSG00000061656,hg38
NCKAP1,ENSG00000061676,hg38
MRPS35,ENSG00000061794,hg38
GUCY1B1,ENSG00000061918,hg38
SFSWAP,ENSG00000061936,hg38
TNK2,ENSG00000061938,hg38
MON2,ENSG00000061987,hg38
CDH3,ENSG00000062038,hg38
ARSF,ENSG00000062096,hg38
GPBP1,ENSG00000062194,hg38
DGAT2,ENSG00000062282,hg38
ZNF112,ENSG00000062370,hg38
CS,ENSG00000062485,hg38
LTK,ENSG00000062524,hg38
MRPS24,ENSG00000062582,hg38
ELMO2,ENSG00000062598,hg38
WAPL,ENSG00000062650,hg38
VMP1,ENSG00000062716,hg38
APPBP2,ENSG00000062725,hg38
POLD1,ENSG00000062822,hg38
SEZ6,ENSG00000063015,hg38
EIF4B,ENSG00000063046,hg38
SLC6A16,ENSG00000063127,hg38
BICRA,ENSG00000063169,hg38
SPHK2,ENSG00000063176,hg38
RPL18,ENSG00000063177,hg38
CA11,ENSG00000063180,hg38
ISOC2,ENSG00000063241,hg38
U2AF2,ENSG00000063244,hg38
EPN1,ENSG00000063245,hg38
MED29,ENSG00000063322,hg38
AHRR,ENSG00000063438,hg38
GSC2,ENSG00000063515,hg38
ZNF275,ENSG00000063587,hg38
MTMR1,ENSG00000063601,hg38
GPC1,ENSG00000063660,hg38
ADCK1,ENSG00000063761,hg38
HAGH,ENSG00000063854,hg38
RNF4,ENSG00000063978,hg38
CASP8,ENSG00000064012,hg38
LIMCH1,ENSG00000064042,hg38
INTS13,ENSG00000064102,hg38
TM7SF3,ENSG00000064115,hg38
DLX3,ENSG00000064195,hg38
SPA17,ENSG00000064199,hg38
TSPAN32,ENSG00000064201,hg38
CCN5,ENSG00000064205,hg38
DMRT3,ENSG00000064218,hg38
ST3GAL6,ENSG00000064225,hg38
ATP2C2,ENSG00000064270,hg38
NGFR,ENSG00000064300,hg38
CDON,ENSG00000064309,hg38
TAF2,ENSG00000064313,hg38
HIPK2,ENSG00000064393,hg38
TNPO3,ENSG00000064419,hg38
BORCS8-MEF2B,ENSG00000064489,hg38
RFXANK,ENSG00000064490,hg38
TMEM161A,ENSG00000064545,hg38
LPAR2,ENSG00000064547,hg38
CTSA,ENSG00000064601,hg38
SUGP2,ENSG00000064607,hg38
SLC12A2,ENSG00000064651,hg38
SNX24,ENSG00000064652,hg38
EYA2,ENSG00000064655,hg38
CNN2,ENSG00000064666,hg38
ABCA7,ENSG00000064687,hg38
SNCAIP,ENSG00000064692,hg38
DDX20,ENSG00000064703,hg38
BTBD1,ENSG00000064726,hg38
FAR2,ENSG00000064763,hg38
BCAS1,ENSG00000064787,hg38
POU1F1,ENSG00000064835,hg38
CHI3L2,ENSG00000064886,hg38
SBNO2,ENSG00000064932,hg38
PMS1,ENSG00000064933,hg38
HMG20B,ENSG00000064961,hg38
CALCRL,ENSG00000064989,hg38
TAF11,ENSG00000064995,hg38
ANKS1A,ENSG00000064999,hg38
AP3D1,ENSG00000065000,hg38
ZNF76,ENSG00000065029,hg38
SLC9A3R2,ENSG00000065054,hg38
NTHL1,ENSG00000065057,hg38
BLTP3A,ENSG00000065060,hg38
GNAI3,ENSG00000065135,hg38
IPO5,ENSG00000065150,hg38
OAT,ENSG00000065154,hg38
WDR3,ENSG00000065183,hg38
PKN2,ENSG00000065243,hg38
WDR18,ENSG00000065268,hg38
TRAM2,ENSG00000065308,hg38
NTN1,ENSG00000065320,hg38
GLP2R,ENSG00000065325,hg38
MCM10,ENSG00000065328,hg38
DGKA,ENSG00000065357,hg38
ERBB3,ENSG00000065361,hg38
ROPN1,ENSG00000065371,hg38
ANKRD44,ENSG00000065413,hg38
KARS1,ENSG00000065427,hg38
ADAT1,ENSG00000065457,hg38
PDIA5,ENSG00000065485,hg38
TBC1D22B,ENSG00000065491,hg38
NDUFB4,ENSG00000065518,hg38
SPEN,ENSG00000065526,hg38
MYLK,ENSG00000065534,hg38
ZC3H15,ENSG00000065548,hg38
MAP2K4,ENSG00000065559,hg38
PACC1,ENSG00000065600,hg38
SNAP91,ENSG00000065609,hg38
SLK,ENSG00000065613,hg38
CYB5R4,ENSG00000065615,hg38
COL17A1,ENSG00000065618,hg38
GSTO2,ENSG00000065621,hg38
SEC61A2,ENSG00000065665,hg38
PRKCQ,ENSG00000065675,hg38
TLE2,ENSG00000065717,hg38
ASB1,ENSG00000065802,hg38
FAM107B,ENSG00000065809,hg38
ME1,ENSG00000065833,hg38
TBC1D1,ENSG00000065882,hg38
CDK13,ENSG00000065883,hg38
MTHFD2,ENSG00000065911,hg38
SLC9A7,ENSG00000065923,hg38
FOXJ2,ENSG00000065970,hg38
YBX1,ENSG00000065978,hg38
PDE4A,ENSG00000065989,hg38
PPP2R5A,ENSG00000066027,hg38
CTNNA2,ENSG00000066032,hg38
ELAVL1,ENSG00000066044,hg38
TIE1,ENSG00000066056,hg38
DIP2B,ENSG00000066084,hg38
SMARCD1,ENSG00000066117,hg38
KDM4A,ENSG00000066135,hg38
NFYC,ENSG00000066136,hg38
ZMYND12,ENSG00000066185,hg38
SLC9A3,ENSG00000066230,hg38
NGEF,ENSG00000066248,hg38
ASPM,ENSG00000066279,hg38
CD84,ENSG00000066294,hg38
ELOVL1,ENSG00000066322,hg38
SPI1,ENSG00000066336,hg38
POLR1H,ENSG00000066379,hg38
MPPED2,ENSG00000066382,hg38
CLDN18,ENSG00000066405,hg38
ZBTB11,ENSG00000066422,hg38
ATXN3,ENSG00000066427,hg38
GOLGA5,ENSG00000066455,hg38
FGFR2,ENSG00000066468,hg38
LRRC40,ENSG00000066557,hg38
ISOC1,ENSG00000066583,hg38
EML1,ENSG00000066629,hg38
TRMT11,ENSG00000066651,hg38
THUMPD1,ENSG00000066654,hg38
MSANTD3,ENSG00000066697,hg38
KIF26A,ENSG00000066735,hg38
ATG2B,ENSG00000066739,hg38
ARFGEF1,ENSG00000066777,hg38
ACSM2B,ENSG00000066813,hg38
ZFAT,ENSG00000066827,hg38
MTFR1,ENSG00000066855,hg38
STAG3,ENSG00000066923,hg38
FECH,ENSG00000066926,hg38
MYO9A,ENSG00000066933,hg38
DDX3Y,ENSG00000067048,hg38
PFKP,ENSG00000067057,hg38
IDI1,ENSG00000067064,hg38
SP100,ENSG00000067066,hg38
KLF6,ENSG00000067082,hg38
PLPP1,ENSG00000067113,hg38
NEO1,ENSG00000067141,hg38
TRAM1,ENSG00000067167,hg38
PHKA1,ENSG00000067177,hg38
TNFRSF1A,ENSG00000067182,hg38
CACNB1,ENSG00000067191,hg38
EVI5,ENSG00000067208,hg38
STOML1,ENSG00000067221,hg38
PKM,ENSG00000067225,hg38
DHX29,ENSG00000067248,hg38
DNTTIP2,ENSG00000067334,hg38
METTL22,ENSG00000067365,hg38
TP53BP1,ENSG00000067369,hg38
TRO,ENSG00000067445,hg38
RRP15,ENSG00000067533,hg38
RHOA,ENSG00000067560,hg38
DHX8,ENSG00000067596,hg38
PMS2P4,ENSG00000067601,hg38
PRKCZ,ENSG00000067606,hg38
ZFY,ENSG00000067646,hg38
IARS2,ENSG00000067704,hg38
SYT1,ENSG00000067715,hg38
NAV3,ENSG00000067798,hg38
IDH3G,ENSG00000067829,hg38
ROGDI,ENSG00000067836,hg38
PDZD4,ENSG00000067840,hg38
ATP2B3,ENSG00000067842,hg38
ROCK1,ENSG00000067900,hg38
CBFB,ENSG00000067955,hg38
PDK3,ENSG00000067992,hg38
HYAL2,ENSG00000068001,hg38
HDAC4,ENSG00000068024,hg38
RASSF1,ENSG00000068028,hg38
FGFR3,ENSG00000068078,hg38
IFI35,ENSG00000068079,hg38
HEATR6,ENSG00000068097,hg38
COASY,ENSG00000068120,hg38
PLEKHH3,ENSG00000068137,hg38
MEF2A,ENSG00000068305,hg38
OTUD5,ENSG00000068308,hg38
TFE3,ENSG00000068323,hg38
TBC1D25,ENSG00000068354,hg38
ACSL4,ENSG00000068366,hg38
INPP5A,ENSG00000068383,hg38
GPKOW,ENSG00000068394,hg38
GRIPAP1,ENSG00000068400,hg38
FTSJ1,ENSG00000068438,hg38
PRR11,ENSG00000068489,hg38
REEP1,ENSG00000068615,hg38
ATP11A,ENSG00000068650,hg38
POLR1A,ENSG00000068654,hg38
LAPTM4A,ENSG00000068697,hg38
TTC7A,ENSG00000068724,hg38
IP6K2,ENSG00000068745,hg38
STON1-GTF2A1L,ENSG00000068781,hg38
SRBD1,ENSG00000068784,hg38
KIF2A,ENSG00000068796,hg38
RASGRP2,ENSG00000068831,hg38
PSME4,ENSG00000068878,hg38
IFT80,ENSG00000068885,hg38
SIRT2,ENSG00000068903,hg38
ERLEC1,ENSG00000068912,hg38
PPP2R5B,ENSG00000068971,hg38
PYGM,ENSG00000068976,hg38
PAGE1,ENSG00000068985,hg38
PITX1,ENSG00000069011,hg38
TRPC7,ENSG00000069018,hg38
MAST4,ENSG00000069020,hg38
ADGRF5,ENSG00000069122,hg38
SDK2,ENSG00000069188,hg38
ADAM7,ENSG00000069206,hg38
NUP133,ENSG00000069248,hg38
NUCKS1,ENSG00000069275,hg38
VPS35,ENSG00000069329,hg38
DNAJA2,ENSG00000069345,hg38
BCL3,ENSG00000069399,hg38
KCNAB2,ENSG00000069424,hg38
ABCC9,ENSG00000069431,hg38
GAL,ENSG00000069482,hg38
CLEC2D,ENSG00000069493,hg38
FUNDC1,ENSG00000069509,hg38
MAOB,ENSG00000069535,hg38
RORA,ENSG00000069667,hg38
DRD4,ENSG00000069696,hg38
TGFBR3,ENSG00000069702,hg38
PLA2G10,ENSG00000069764,hg38
HES2,ENSG00000069812,hg38
ATP1B3,ENSG00000069849,hg38
NEDD4,ENSG00000069869,hg38
PIGB,ENSG00000069943,hg38
MAPK6,ENSG00000069956,hg38
GNB5,ENSG00000069966,hg38
RAB27A,ENSG00000069974,hg38
HDHD5,ENSG00000069998,hg38
UFD1,ENSG00000070010,hg38
LRP6,ENSG00000070018,hg38
GUCY2C,ENSG00000070019,hg38
SCT,ENSG00000070031,hg38
PHRF1,ENSG00000070047,hg38
ELP1,ENSG00000070061,hg38
NUCB2,ENSG00000070081,hg38
PFN2,ENSG00000070087,hg38
PTPN3,ENSG00000070159,hg38
SPTB,ENSG00000070182,hg38
DAPP1,ENSG00000070190,hg38
FGF10,ENSG00000070193,hg38
SLC44A1,ENSG00000070214,hg38
TMEM260,ENSG00000070269,hg38
SMG6,ENSG00000070366,hg38
EXOC5,ENSG00000070367,hg38
CLTCL1,ENSG00000070371,hg38
FGF22,ENSG00000070388,hg38
FSTL3,ENSG00000070404,hg38
DGCR2,ENSG00000070413,hg38
RNF126,ENSG00000070423,hg38
MNT,ENSG00000070444,hg38
ZXDC,ENSG00000070476,hg38
JMJD6,ENSG00000070495,hg38
POLB,ENSG00000070501,hg38
ST6GALNAC1,ENSG00000070526,hg38
WIPI1,ENSG00000070540,hg38
FRMPD1,ENSG00000070601,hg38
GBA2,ENSG00000070610,hg38
NDST1,ENSG00000070614,hg38
ASNS,ENSG00000070669,hg38
AP3M2,ENSG00000070718,hg38
CNGB1,ENSG00000070729,hg38
ST6GALNAC2,ENSG00000070731,hg38
CHAT,ENSG00000070748,hg38
PABPC1,ENSG00000070756,hg38
TESK2,ENSG00000070759,hg38
CFAP20,ENSG00000070761,hg38
CSNK2A2,ENSG00000070770,hg38
PTPN21,ENSG00000070778,hg38
EIF2B3,ENSG00000070785,hg38
CAMK2A,ENSG00000070808,hg38
TCOF1,ENSG00000070814,hg38
CDC42,ENSG00000070831,hg38
OSBPL3,ENSG00000070882,hg38
EPHA8,ENSG00000070886,hg38
SLC12A3,ENSG00000070915,hg38
RAD18,ENSG00000070950,hg38
ATP2B1,ENSG00000070961,hg38
TRPM5,ENSG00000070985,hg38
NCK2,ENSG00000071051,hg38
MAP4K4,ENSG00000071054,hg38
MGAT4A,ENSG00000071073,hg38
RPL31,ENSG00000071082,hg38
WDR1,ENSG00000071127,hg38
SNX13,ENSG00000071189,hg38
MS4A12,ENSG00000071203,hg38
ARHGAP10,ENSG00000071205,hg38
RPS6KA2,ENSG00000071242,hg38
ING3,ENSG00000071243,hg38
VASH1,ENSG00000071246,hg38
LMCD1,ENSG00000071282,hg38
BUD23,ENSG00000071462,hg38
SEL1L,ENSG00000071537,hg38
TRIP13,ENSG00000071539,hg38
ATP6AP1,ENSG00000071553,hg38
TCF3,ENSG00000071564,hg38
TRIB2,ENSG00000071575,hg38
DAZAP1,ENSG00000071626,hg38
MBD3,ENSG00000071655,hg38
PRLH,ENSG00000071677,hg38
HLTF,ENSG00000071794,hg38
FAM50A,ENSG00000071859,hg38
FAM3A,ENSG00000071889,hg38
CPSF1,ENSG00000071894,hg38
MYO3B,ENSG00000071909,hg38
CYBRD1,ENSG00000071967,hg38
CDH19,ENSG00000071991,hg38
PDCD2,ENSG00000071994,hg38
SLC6A15,ENSG00000072041,hg38
RDH11,ENSG00000072042,hg38
PRKACA,ENSG00000072062,hg38
ADGRL1,ENSG00000072071,hg38
SPP2,ENSG00000072080,hg38
ACTN1,ENSG00000072110,hg38
ZFYVE26,ENSG00000072121,hg38
RPS6KA6,ENSG00000072133,hg38
EPN2,ENSG00000072134,hg38
PTPN18,ENSG00000072135,hg38
LIMS2,ENSG00000072163,hg38
ASIC4,ENSG00000072182,hg38
SPEG,ENSG00000072195,hg38
LNX1,ENSG00000072201,hg38
ALDH3A2,ENSG00000072210,hg38
TFRC,ENSG00000072274,hg38
SREBF1,ENSG00000072310,hg38
TRPC5,ENSG00000072315,hg38
AFF4,ENSG00000072364,hg38
UBE2D1,ENSG00000072401,hg38
PALS1,ENSG00000072415,hg38
RHOBTB1,ENSG00000072422,hg38
SMC1A,ENSG00000072501,hg38
HSD17B10,ENSG00000072506,hg38
MARK2,ENSG00000072518,hg38
HMMR,ENSG00000072571,hg38
CHFR,ENSG00000072609,hg38
TRHDE,ENSG00000072657,hg38
P4HA2,ENSG00000072682,hg38
FCGR2B,ENSG00000072694,hg38
NFATC3,ENSG00000072736,hg38
TRNT1,ENSG00000072756,hg38
ACADVL,ENSG00000072778,hg38
STK10,ENSG00000072786,hg38
FBXW11,ENSG00000072803,hg38
ACAP1,ENSG00000072818,hg38
CRMP1,ENSG00000072832,hg38
EVC,ENSG00000072840,hg38
DERL2,ENSG00000072849,hg38
SIDT1,ENSG00000072858,hg38
NDE1,ENSG00000072864,hg38
IRAG1,ENSG00000072952,hg38
TMEM38A,ENSG00000072954,hg38
AP1M1,ENSG00000072958,hg38
PVR,ENSG00000073008,hg38
XRCC1,ENSG00000073050,hg38
SCARB1,ENSG00000073060,hg38
CYP2W1,ENSG00000073067,hg38
MCM2,ENSG00000073111,hg38
MOV10L1,ENSG00000073146,hg38
PANX2,ENSG00000073150,hg38
SELENOO,ENSG00000073169,hg38
TP63,ENSG00000073282,hg38
ALPK1,ENSG00000073331,hg38
LLGL2,ENSG00000073350,hg38
PDE8A,ENSG00000073417,hg38
CLCN4,ENSG00000073464,hg38
NLE1,ENSG00000073536,hg38
SDHA,ENSG00000073578,hg38
SMARCE1,ENSG00000073584,hg38
FNDC8,ENSG00000073598,hg38
GSDMB,ENSG00000073605,hg38
KDM5A,ENSG00000073614,hg38
ADAM11,ENSG00000073670,hg38
PPP2R3A,ENSG00000073711,hg38
FERMT2,ENSG00000073712,hg38
ABCB11,ENSG00000073734,hg38
DHRS9,ENSG00000073737,hg38
CD5L,ENSG00000073754,hg38
PTGS2,ENSG00000073756,hg38
IGF2BP2,ENSG00000073792,hg38
MAP3K13,ENSG00000073803,hg38
ST6GAL1,ENSG00000073849,hg38
TBX21,ENSG00000073861,hg38
VDAC1P1,ENSG00000073905,hg38
FRY,ENSG00000073910,hg38
PICALM,ENSG00000073921,hg38
NSF,ENSG00000073969,hg38
GLI2,ENSG00000074047,hg38
CLASP1,ENSG00000074054,hg38
MRPS34,ENSG00000074071,hg38
NOTCH3,ENSG00000074181,hg38
CLNS1A,ENSG00000074201,hg38
PPP2R2C,ENSG00000074211,hg38
TEAD2,ENSG00000074219,hg38
EED,ENSG00000074266,hg38
CDHR2,ENSG00000074276,hg38
SNCB,ENSG00000074317,hg38
TSG101,ENSG00000074319,hg38
NCBP3,ENSG00000074356,hg38
ATP2A3,ENSG00000074370,hg38
CA12,ENSG00000074410,hg38
MGLL,ENSG00000074416,hg38
NTN4,ENSG00000074527,hg38
BCS1L,ENSG00000074582,hg38
NUAK1,ENSG00000074590,hg38
DPP8,ENSG00000074603,hg38
SLC24A1,ENSG00000074621,hg38
ZNF532,ENSG00000074657,hg38
SCARF1,ENSG00000074660,hg38
LMAN1,ENSG00000074695,hg38
HACD3,ENSG00000074696,hg38
IPCEF1,ENSG00000074706,hg38
ZZEF1,ENSG00000074755,hg38
NOX3,ENSG00000074771,hg38
ENO1,ENSG00000074800,hg38
SLC12A1,ENSG00000074803,hg38
MYDGF,ENSG00000074842,hg38
ANO8,ENSG00000074855,hg38
TUBE1,ENSG00000074935,hg38
ARHGEF10L,ENSG00000074964,hg38
TXK,ENSG00000074966,hg38
WSCD2,ENSG00000075035,hg38
KCNQ2,ENSG00000075043,hg38
TACR2,ENSG00000075073,hg38
ACTR6,ENSG00000075089,hg38
TIPIN,ENSG00000075131,hg38
SRI,ENSG00000075142,hg38
EIF4G3,ENSG00000075151,hg38
NUP37,ENSG00000075188,hg38
SEMA3A,ENSG00000075213,hg38
GTSE1,ENSG00000075218,hg38
SEMA3C,ENSG00000075223,hg38
TTC38,ENSG00000075234,hg38
ACAT1,ENSG00000075239,hg38
GRAMD4,ENSG00000075240,hg38
CELSR1,ENSG00000075275,hg38
WNT8B,ENSG00000075290,hg38
ZNF638,ENSG00000075292,hg38
SLC25A40,ENSG00000075303,hg38
TIMM21,ENSG00000075336,hg38
ADD2,ENSG00000075340,hg38
FGF4,ENSG00000075388,hg38
RASAL2,ENSG00000075391,hg38
VPS9D1,ENSG00000075399,hg38
ZNF37A,ENSG00000075407,hg38
MARK3,ENSG00000075413,hg38
SLC25A3,ENSG00000075415,hg38
FNDC3B,ENSG00000075420,hg38
FOSL2,ENSG00000075426,hg38
CACNG5,ENSG00000075429,hg38
CACNG4,ENSG00000075461,hg38
FRYL,ENSG00000075539,hg38
TMEM131,ENSG00000075568,hg38
FSCN1,ENSG00000075618,hg38
ACTB,ENSG00000075624,hg38
MOCOS,ENSG00000075643,hg38
PLD1,ENSG00000075651,hg38
ATP12A,ENSG00000075673,hg38
WDR62,ENSG00000075702,hg38
DLG1,ENSG00000075711,hg38
RAB7A,ENSG00000075785,hg38
BCAP29,ENSG00000075790,hg38
SEC31B,ENSG00000075826,hg38
SART3,ENSG00000075856,hg38
ARHGAP15,ENSG00000075884,hg38
TUBA3D,ENSG00000075886,hg38
PAX2,ENSG00000075891,hg38
EXOSC7,ENSG00000075914,hg38
KIFAP3,ENSG00000075945,hg38
MKRN2,ENSG00000075975,hg38
MCM6,ENSG00000076003,hg38
REXO2,ENSG00000076043,hg38
RBM7,ENSG00000076053,hg38
RBMS2,ENSG00000076067,hg38
BAZ2A,ENSG00000076108,hg38
PTPN23,ENSG00000076201,hg38
MLH1,ENSG00000076242,hg38
UNG,ENSG00000076248,hg38
FMO4,ENSG00000076258,hg38
KLHL20,ENSG00000076321,hg38
RGS11,ENSG00000076344,hg38
SLC46A1,ENSG00000076351,hg38
PLXNA2,ENSG00000076356,hg38
SPAG5,ENSG00000076382,hg38
ANKRD13A,ENSG00000076513,hg38
TPD52,ENSG00000076554,hg38
ACACB,ENSG00000076555,hg38
TRAF4,ENSG00000076604,hg38
PAG1,ENSG00000076641,hg38
GPATCH1,ENSG00000076650,hg38
ICAM3,ENSG00000076662,hg38
NT5C2,ENSG00000076685,hg38
MCAM,ENSG00000076706,hg38
GPC4,ENSG00000076716,hg38
MBNL3,ENSG00000076770,hg38
CAMSAP3,ENSG00000076826,hg38
RAP1GAP,ENSG00000076864,hg38
XAB2,ENSG00000076924,hg38
ARHGEF1,ENSG00000076928,hg38
STXBP2,ENSG00000076944,hg38
MAP2K7,ENSG00000076984,hg38
NMRK2,ENSG00000077009,hg38
DGKD,ENSG00000077044,hg38
CTTNBP2,ENSG00000077063,hg38
ACTL6B,ENSG00000077080,hg38
RARB,ENSG00000077092,hg38
TOP2B,ENSG00000077097,hg38
TM9SF3,ENSG00000077147,hg38
NFKB2,ENSG00000077150,hg38
UBE2T,ENSG00000077152,hg38
PPP1R12B,ENSG00000077157,hg38
DNAJC10,ENSG00000077232,hg38
GTF3C1,ENSG00000077235,hg38
IL4R,ENSG00000077238,hg38
USP33,ENSG00000077254,hg38
PAK3,ENSG00000077264,hg38
CAPN6,ENSG00000077274,hg38
DCX,ENSG00000077279,hg38
SNRPA,ENSG00000077312,hg38
SPAG6,ENSG00000077327,hg38
EXOSC5,ENSG00000077348,hg38
DYNC1I2,ENSG00000077380,hg38
APBB1IP,ENSG00000077420,hg38
LRCH4,ENSG00000077454,hg38
FAM76B,ENSG00000077458,hg38
SIRT6,ENSG00000077463,hg38
TYR,ENSG00000077498,hg38
POLD3,ENSG00000077514,hg38
ACTN2,ENSG00000077522,hg38
CAPZB,ENSG00000077549,hg38
GPR137B,ENSG00000077585,hg38
NAALAD2,ENSG00000077616,hg38
JADE1,ENSG00000077684,hg38
SLC25A43,ENSG00000077713,hg38
UBE2A,ENSG00000077721,hg38
FGFR1,ENSG00000077782,hg38
FKBP6,ENSG00000077800,hg38
SMC1B,ENSG00000077935,hg38
FBLN1,ENSG00000077942,hg38
ITGA8,ENSG00000077943,hg38
CST7,ENSG00000077984,hg38
MAP2,ENSG00000078018,hg38
PIAS2,ENSG00000078043,hg38
AMPH,ENSG00000078053,hg38
ARAF,ENSG00000078061,hg38
MCCC1,ENSG00000078070,hg38
LAMP3,ENSG00000078081,hg38
FAP,ENSG00000078098,hg38
NEBL,ENSG00000078114,hg38
ACER3,ENSG00000078124,hg38
UBE2K,ENSG00000078140,hg38
PIK3C3,ENSG00000078142,hg38
N4BP2,ENSG00000078177,hg38
TIGAR,ENSG00000078237,hg38
TULP3,ENSG00000078246,hg38
SYNJ2,ENSG00000078269,hg38
ADCY2,ENSG00000078295,hg38
PPP2R5C,ENSG00000078304,hg38
PMS2P1,ENSG00000078319,hg38
RBFOX1,ENSG00000078328,hg38
GNB1,ENSG00000078369,hg38
HOXA9,ENSG00000078399,hg38
EDN1,ENSG00000078401,hg38
MLLT10,ENSG00000078403,hg38
ZCWPW1,ENSG00000078487,hg38
ADCYAP1R1,ENSG00000078549,hg38
FGF20,ENSG00000078579,hg38
P2RY10,ENSG00000078589,hg38
ITM2A,ENSG00000078596,hg38
NRDC,ENSG00000078618,hg38
VDAC3,ENSG00000078668,hg38
PCM1,ENSG00000078674,hg38
TNRC6C,ENSG00000078687,hg38
CBFA2T2,ENSG00000078699,hg38
BRINP1,ENSG00000078725,hg38
ITCH,ENSG00000078747,hg38
PKD2L2,ENSG00000078795,hg38
TP53INP2,ENSG00000078804,hg38
SDF4,ENSG00000078808,hg38
MYH7B,ENSG00000078814,hg38
BPIFB2,ENSG00000078898,hg38
TP73,ENSG00000078900,hg38
TOLLIP,ENSG00000078902,hg38
UBE2D4,ENSG00000078967,hg38
CLUL1,ENSG00000079101,hg38
RUNX1T1,ENSG00000079102,hg38
CDH17,ENSG00000079112,hg38
THOC1,ENSG00000079134,hg38
FKBP7,ENSG00000079150,hg38
OSBPL6,ENSG00000079156,hg38
SLC1A3,ENSG00000079215,hg38
XRCC5,ENSG00000079246,hg38
LXN,ENSG00000079257,hg38
SP140,ENSG00000079263,hg38
MKNK1,ENSG00000079277,hg38
TNS1,ENSG00000079308,hg38
REXO1,ENSG00000079313,hg38
SAR1A,ENSG00000079332,hg38
CDC14A,ENSG00000079335,hg38
RAPGEF3,ENSG00000079337,hg38
CEACAM1,ENSG00000079385,hg38
SENP1,ENSG00000079387,hg38
DUSP13,ENSG00000079393,hg38
CIC,ENSG00000079432,hg38
LIPE,ENSG00000079435,hg38
FDFT1,ENSG00000079459,hg38
PAFAH1B3,ENSG00000079462,hg38
OPHN1,ENSG00000079482,hg38
AFM,ENSG00000079557,hg38
KIF22,ENSG00000079616,hg38
SCGN,ENSG00000079689,hg38
CARMIL1,ENSG00000079691,hg38
PGM1,ENSG00000079739,hg38
DDX1,ENSG00000079785,hg38
